MGP ID,Entrez Gene ID,Gene name,Symbol,pathway_name
MGP000105,191,adenosylhomocysteinase,AHCY,Methionine Metabolism
MGP000136,262,adenosylmethionine decarboxylase 1,AMD1,Methionine Metabolism
MGP000136,262,adenosylmethionine decarboxylase 1,AMD1,Methionine Metabolism
MGP000311,635,betaine--homocysteine S-methyltransferase,BHMT,Methionine Metabolism
MGP000433,875,cystathionine-beta-synthase,CBS,Methionine Metabolism
MGP005423,55349,choline dehydrogenase,CHDH,Methionine Metabolism
MGP000718,1491,cystathionine gamma-lyase,CTH,Methionine Metabolism
MGP000854,1786,DNA (cytosine-5-)-methyltransferase 1,DNMT1,Methionine Metabolism
MGP006909,259307,interleukin 4 induced 1,IL4I1,Methionine Metabolism
MGP001870,4141,methionyl-tRNA synthetase,MARS,Methionine Metabolism
MGP001872,4144,"methionine adenosyltransferase II, alpha",MAT2A,Methionine Metabolism
MGP004968,27430,"methionine adenosyltransferase II, beta",MAT2B,Methionine Metabolism
MGP004544,22921,methionine sulfoxide reductase B2,MSRB2,Methionine Metabolism
MGP006868,253827,methionine sulfoxide reductase B3,MSRB3,Methionine Metabolism
MGP006441,123263,mitochondrial methionyl-tRNA formyltransferase,MTFMT,Methionine Metabolism
MGP001970,4524,methylenetetrahydrofolate reductase (NAD(P)H),MTHFR,Methionine Metabolism
MGP001976,4548,5-methyltetrahydrofolate-homocysteine methyltransferase,MTR,Methionine Metabolism
MGP002827,6470,serine hydroxymethyltransferase 1 (soluble),SHMT1,Methionine Metabolism
MGP002978,6723,spermidine synthase,SRM,Methionine Metabolism
MGP000253,498,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",ATP5A1,Mitochondrial Electron Transport Chain
MGP000255,506,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",ATP5B,Mitochondrial Electron Transport Chain
MGP000256,509,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",ATP5C1,Mitochondrial Electron Transport Chain
MGP000257,513,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",ATP5D,Mitochondrial Electron Transport Chain
MGP000258,514,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",ATP5E,Mitochondrial Electron Transport Chain
MGP000259,515,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1",ATP5F1,Mitochondrial Electron Transport Chain
MGP000261,517,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",ATP5G2,Mitochondrial Electron Transport Chain
MGP005275,54205,"cytochrome c, somatic",CYCS,Mitochondrial Electron Transport Chain
MGP001155,2597,glyceraldehyde-3-phosphate dehydrogenase,GAPDH,Mitochondrial Electron Transport Chain
MGP001278,2819,glycerol-3-phosphate dehydrogenase 1 (soluble),GPD1,Mitochondrial Electron Transport Chain
MGP001279,2820,glycerol-3-phosphate dehydrogenase 2 (mitochondrial),GPD2,Mitochondrial Electron Transport Chain
MGP002038,4694,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa",NDUFA1,Mitochondrial Electron Transport Chain
MGP002797,6389,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",SDHA,Mitochondrial Electron Transport Chain
MGP002798,6390,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",SDHB,Mitochondrial Electron Transport Chain
MGP002799,6391,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",SDHC,Mitochondrial Electron Transport Chain
MGP002800,6392,"succinate dehydrogenase complex, subunit D, integral membrane protein",SDHD,Mitochondrial Electron Transport Chain
MGP000152,291,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",SLC25A4,Mitochondrial Electron Transport Chain
MGP001124,2542,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",SLC37A4,Mitochondrial Electron Transport Chain
MGP003275,7384,ubiquinol-cytochrome c reductase core protein I,UQCRC1,Mitochondrial Electron Transport Chain
MGP000081,148,adrenoceptor alpha 1A,ADRA1A,Morphine Action Pathway
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Morphine Action Pathway
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Morphine Action Pathway
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Morphine Action Pathway
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Morphine Action Pathway
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Morphine Action Pathway
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Morphine Action Pathway
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Morphine Action Pathway
MGP000379,773,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",CACNA1A,Morphine Action Pathway
MGP003841,9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,Morphine Action Pathway
MGP000386,782,"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,Morphine Action Pathway
MGP000556,1137,"cholinergic receptor, nicotinic, alpha 4 (neuronal)",CHRNA4,Morphine Action Pathway
MGP000559,1141,"cholinergic receptor, nicotinic, beta 2 (neuronal)",CHRNB2,Morphine Action Pathway
MGP005239,51726,"DnaJ (Hsp40) homolog, subfamily B, member 11",DNAJB11,Morphine Action Pathway
MGP000871,1812,dopamine receptor D1,DRD1,Morphine Action Pathway
MGP004417,10961,endoplasmic reticulum protein 29,ERP29,Morphine Action Pathway
MGP000243,486,FXYD domain containing ion transport regulator 2,FXYD2,Morphine Action Pathway
MGP001322,2902,"glutamate receptor, ionotropic, N-methyl D-aspartate 1",GRIN1,Morphine Action Pathway
MGP001323,2903,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",GRIN2A,Morphine Action Pathway
MGP006368,116443,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",GRIN3A,Morphine Action Pathway
MGP001516,3309,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",HSPA5,Morphine Action Pathway
MGP001526,3350,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",HTR1A,Morphine Action Pathway
MGP004274,10525,hypoxia up-regulated 1,HYOU1,Morphine Action Pathway
MGP001713,3751,"potassium channel, voltage gated Shal related subfamily D, member 2",KCND2,Morphine Action Pathway
MGP005046,30819,Kv channel interacting protein 2,KCNIP2,Morphine Action Pathway
MGP002164,4988,"opioid receptor, mu 1",OPRM1,Morphine Action Pathway
MGP002221,5126,proprotein convertase subtilisin/kexin type 2,PCSK2,Morphine Action Pathway
MGP005786,64714,"protein disulfide isomerase family A, member 2",PDIA2,Morphine Action Pathway
MGP003954,9601,"protein disulfide isomerase family A, member 4",PDIA4,Morphine Action Pathway
MGP004137,10130,"protein disulfide isomerase family A, member 6",PDIA6,Morphine Action Pathway
MGP002369,5443,proopiomelanocortin,POMC,Morphine Action Pathway
MGP002384,5479,peptidylprolyl isomerase B (cyclophilin B),PPIB,Morphine Action Pathway
MGP002765,6336,"sodium channel, voltage gated, type X alpha subunit",SCN10A,Morphine Action Pathway
MGP002755,6324,"sodium channel, voltage gated, type I beta subunit",SCN1B,Morphine Action Pathway
MGP004739,23753,stromal cell-derived factor 2-like 1,SDF2L1,Morphine Action Pathway
MGP002866,6530,"solute carrier family 6 (neurotransmitter transporter), member 2",SLC6A2,Morphine Action Pathway
MGP002867,6531,"solute carrier family 6 (neurotransmitter transporter), member 3",SLC6A3,Morphine Action Pathway
MGP002868,6532,"solute carrier family 6 (neurotransmitter transporter), member 4",SLC6A4,Morphine Action Pathway
MGP005314,54658,"UDP glucuronosyltransferase 1 family, polypeptide A1",UGT1A1,Morphine Action Pathway
MGP005315,54659,"UDP glucuronosyltransferase 1 family, polypeptide A3",UGT1A3,Morphine Action Pathway
MGP005306,54576,"UDP glucuronosyltransferase 1 family, polypeptide A8",UGT1A8,Morphine Action Pathway
MGP003267,7366,"UDP glucuronosyltransferase 2 family, polypeptide B15",UGT2B15,Morphine Action Pathway
MGP003264,7363,"UDP glucuronosyltransferase 2 family, polypeptide B4",UGT2B4,Morphine Action Pathway
MGP003265,7364,"UDP glucuronosyltransferase 2 family, polypeptide B7",UGT2B7,Morphine Action Pathway
MGP002268,5243,"ATP-binding cassette, sub-family B (MDR/TAP), member 1",ABCB1,Mycophenolic Acid Metabolism Pathway
MGP000606,1244,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",ABCC2,Mycophenolic Acid Metabolism Pathway
MGP003897,9429,"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)",ABCG2,Mycophenolic Acid Metabolism Pathway
MGP000528,1066,carboxylesterase 1,CES1,Mycophenolic Acid Metabolism Pathway
MGP003706,8824,carboxylesterase 2,CES2,Mycophenolic Acid Metabolism Pathway
MGP000754,1558,"cytochrome P450, family 2, subfamily C, polypeptide 8",CYP2C8,Mycophenolic Acid Metabolism Pathway
MGP000761,1576,"cytochrome P450, family 3, subfamily A, polypeptide 4",CYP3A4,Mycophenolic Acid Metabolism Pathway
MGP000762,1577,"cytochrome P450, family 3, subfamily A, polypeptide 5",CYP3A5,Mycophenolic Acid Metabolism Pathway
MGP004301,10599,"solute carrier organic anion transporter family, member 1B1",SLCO1B1,Mycophenolic Acid Metabolism Pathway
MGP004970,28234,"solute carrier organic anion transporter family, member 1B3",SLCO1B3,Mycophenolic Acid Metabolism Pathway
MGP005307,54577,"UDP glucuronosyltransferase 1 family, polypeptide A7",UGT1A7,Mycophenolic Acid Metabolism Pathway
MGP005306,54576,"UDP glucuronosyltransferase 1 family, polypeptide A8",UGT1A8,Mycophenolic Acid Metabolism Pathway
MGP005312,54600,"UDP glucuronosyltransferase 1 family, polypeptide A9",UGT1A9,Mycophenolic Acid Metabolism Pathway
MGP003265,7364,"UDP glucuronosyltransferase 2 family, polypeptide B7",UGT2B7,Mycophenolic Acid Metabolism Pathway
MGP000081,148,adrenoceptor alpha 1A,ADRA1A,Nalbuphine Action Pathway
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Nalbuphine Action Pathway
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Nalbuphine Action Pathway
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Nalbuphine Action Pathway
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Nalbuphine Action Pathway
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Nalbuphine Action Pathway
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Nalbuphine Action Pathway
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Nalbuphine Action Pathway
MGP000379,773,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",CACNA1A,Nalbuphine Action Pathway
MGP003841,9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,Nalbuphine Action Pathway
MGP000386,782,"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,Nalbuphine Action Pathway
MGP000556,1137,"cholinergic receptor, nicotinic, alpha 4 (neuronal)",CHRNA4,Nalbuphine Action Pathway
MGP000559,1141,"cholinergic receptor, nicotinic, beta 2 (neuronal)",CHRNB2,Nalbuphine Action Pathway
MGP000871,1812,dopamine receptor D1,DRD1,Nalbuphine Action Pathway
MGP000243,486,FXYD domain containing ion transport regulator 2,FXYD2,Nalbuphine Action Pathway
MGP001322,2902,"glutamate receptor, ionotropic, N-methyl D-aspartate 1",GRIN1,Nalbuphine Action Pathway
MGP001323,2903,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",GRIN2A,Nalbuphine Action Pathway
MGP006368,116443,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",GRIN3A,Nalbuphine Action Pathway
MGP001526,3350,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",HTR1A,Nalbuphine Action Pathway
MGP001713,3751,"potassium channel, voltage gated Shal related subfamily D, member 2",KCND2,Nalbuphine Action Pathway
MGP005046,30819,Kv channel interacting protein 2,KCNIP2,Nalbuphine Action Pathway
MGP002162,4986,"opioid receptor, kappa 1",OPRK1,Nalbuphine Action Pathway
MGP002164,4988,"opioid receptor, mu 1",OPRM1,Nalbuphine Action Pathway
MGP002221,5126,proprotein convertase subtilisin/kexin type 2,PCSK2,Nalbuphine Action Pathway
MGP002369,5443,proopiomelanocortin,POMC,Nalbuphine Action Pathway
MGP002765,6336,"sodium channel, voltage gated, type X alpha subunit",SCN10A,Nalbuphine Action Pathway
MGP002755,6324,"sodium channel, voltage gated, type I beta subunit",SCN1B,Nalbuphine Action Pathway
MGP002866,6530,"solute carrier family 6 (neurotransmitter transporter), member 2",SLC6A2,Nalbuphine Action Pathway
MGP002867,6531,"solute carrier family 6 (neurotransmitter transporter), member 3",SLC6A3,Nalbuphine Action Pathway
MGP002868,6532,"solute carrier family 6 (neurotransmitter transporter), member 4",SLC6A4,Nalbuphine Action Pathway
MGP003028,6833,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",ABCC8,Nateglinide Action Pathway
MGP000379,773,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",CACNA1A,Nateglinide Action Pathway
MGP003841,9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,Nateglinide Action Pathway
MGP000386,782,"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,Nateglinide Action Pathway
MGP001634,3630,insulin,INS,Nateglinide Action Pathway
MGP002853,6514,"solute carrier family 2 (facilitated glucose transporter), member 2",SLC2A2,Nateglinide Action Pathway
MGP000157,316,aldehyde oxidase 1,AOX1,Nicotinate and Nicotinamide Metabolism
MGP000338,683,bone marrow stromal cell antigen 1,BST1,Nicotinate and Nicotinamide Metabolism
MGP002234,5167,ectonucleotide pyrophosphatase/phosphodiesterase 1,ENPP1,Nicotinate and Nicotinamide Metabolism
MGP005830,65220,NAD kinase,NADK,Nicotinate and Nicotinamide Metabolism
MGP005393,55191,NAD synthetase 1,NADSYN1,Nicotinate and Nicotinamide Metabolism
MGP004140,10135,nicotinamide phosphoribosyltransferase,NAMPT,Nicotinate and Nicotinamide Metabolism
MGP004575,23057,nicotinamide nucleotide adenylyltransferase 2,NMNAT2,Nicotinate and Nicotinamide Metabolism
MGP005356,54981,nicotinamide riboside kinase 1,NMRK1,Nicotinate and Nicotinamide Metabolism
MGP002108,4837,nicotinamide N-methyltransferase,NNMT,Nicotinate and Nicotinamide Metabolism
MGP004699,23530,nicotinamide nucleotide transhydrogenase,NNT,Nicotinate and Nicotinamide Metabolism
MGP006078,83594,nudix (nucleoside diphosphate linked moiety X)-type motif 12,NUDT12,Nicotinate and Nicotinamide Metabolism
MGP002121,4860,purine nucleoside phosphorylase,PNP,Nicotinate and Nicotinamide Metabolism
MGP004685,23475,quinolinate phosphoribosyltransferase,QPRT,Nicotinate and Nicotinamide Metabolism
MGP000081,148,adrenoceptor alpha 1A,ADRA1A,Nicotine Action Pathway
MGP000157,316,aldehyde oxidase 1,AOX1,Nicotine Action Pathway
MGP000235,476,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",ATP1A1,Nicotine Action Pathway
MGP000236,477,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",ATP1A2,Nicotine Action Pathway
MGP000237,478,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",ATP1A3,Nicotine Action Pathway
MGP000239,480,"ATPase, Na+/K+ transporting, alpha 4 polypeptide",ATP1A4,Nicotine Action Pathway
MGP000240,481,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ATP1B1,Nicotine Action Pathway
MGP000241,482,"ATPase, Na+/K+ transporting, beta 2 polypeptide",ATP1B2,Nicotine Action Pathway
MGP000242,483,"ATPase, Na+/K+ transporting, beta 3 polypeptide",ATP1B3,Nicotine Action Pathway
MGP000379,773,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",CACNA1A,Nicotine Action Pathway
MGP003841,9254,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",CACNA2D2,Nicotine Action Pathway
MGP000386,782,"calcium channel, voltage-dependent, beta 1 subunit",CACNB1,Nicotine Action Pathway
MGP000555,1136,"cholinergic receptor, nicotinic, alpha 3 (neuronal)",CHRNA3,Nicotine Action Pathway
MGP000556,1137,"cholinergic receptor, nicotinic, alpha 4 (neuronal)",CHRNA4,Nicotine Action Pathway
MGP000559,1141,"cholinergic receptor, nicotinic, beta 2 (neuronal)",CHRNB2,Nicotine Action Pathway
MGP000748,1548,"cytochrome P450, family 2, subfamily A, polypeptide 6",CYP2A6,Nicotine Action Pathway
MGP000752,1555,"cytochrome P450, family 2, subfamily B, polypeptide 6",CYP2B6,Nicotine Action Pathway
MGP000871,1812,dopamine receptor D1,DRD1,Nicotine Action Pathway
MGP001095,2328,flavin containing monooxygenase 3,FMO3,Nicotine Action Pathway
MGP000243,486,FXYD domain containing ion transport regulator 2,FXYD2,Nicotine Action Pathway
MGP001322,2902,"glutamate receptor, ionotropic, N-methyl D-aspartate 1",GRIN1,Nicotine Action Pathway
MGP001323,2903,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",GRIN2A,Nicotine Action Pathway
MGP006368,116443,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A",GRIN3A,Nicotine Action Pathway
MGP001526,3350,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",HTR1A,Nicotine Action Pathway
MGP001713,3751,"potassium channel, voltage gated Shal related subfamily D, member 2",KCND2,Nicotine Action Pathway
MGP005046,30819,Kv channel interacting protein 2,KCNIP2,Nicotine Action Pathway
MGP002164,4988,"opioid receptor, mu 1",OPRM1,Nicotine Action Pathway
MGP002221,5126,proprotein convertase subtilisin/kexin type 2,PCSK2,Nicotine Action Pathway
